file,sha256,source,table,evidence,note
MC_patched/TFIM/square/TFIM_lr_2d_square__MC__list_of_prefactors__0qp__alpha_6.dat,c3082c0321f34c45f84d7bfff63ece72435b4dd1d5980c964694df1c9c6d71ba,fey2020thesis,Fey (2020) Table F.4,cell-verified (9/9 measured orders reproduce the print),
MC_patched/TFIM/square/TFIM_lr_2d_square__MC__list_of_prefactors__0qp__alpha_8.dat,5fc7a879688b88ebd1f86606a9b5ec34384398181ed286e4edee1eb0d11c0e1a,fey2020thesis,Fey (2020) Table F.4,cell-verified (9/9 measured orders reproduce the print),
MC_patched/TFIM/square/TFIM_lr_2d_square__MC__list_of_prefactors__k0__alpha_10.dat,ddf58a12204db81e34cfe73fc14027a5b764338c107170585baa606e08e51dfe,fey2019prl,Fey et al. (2019) supplementary Table I; also Fey (2020) Table F.5 (tables as in arXiv:1802.06684v1),cell-verified (8/8 measured orders reproduce the print),
MC_patched/TFIM/square/TFIM_lr_2d_square__MC__list_of_prefactors__k0__alpha_2.25.dat,c06ce575dc3cf8f60314451d1fb4f97e786db4012005532dcd456a7e1a2fe40b,fey2019prl,Fey et al. (2019) supplementary Table I; also Fey (2020) Table F.5 (tables as in arXiv:1802.06684v1),cell-verified (8/8 measured orders reproduce the print),
MC_patched/TFIM/square/TFIM_lr_2d_square__MC__list_of_prefactors__k0__alpha_2.33333.dat,3579034ca81efd4a3087cba319f3d81930a4292154cd4902a6476f69f87e58ae,fey2019prl,Fey et al. (2019) supplementary Table I; also Fey (2020) Table F.5 (tables as in arXiv:1802.06684v1),cell-verified (8/8 measured orders reproduce the print),
MC_patched/TFIM/square/TFIM_lr_2d_square__MC__list_of_prefactors__k0__alpha_2.75.dat,8277ca83412069d4463b364e94b80cba55dbf0910ed01d70d839ebd7c84c3dc2,fey2019prl,Fey et al. (2019) supplementary Table I; also Fey (2020) Table F.5 (tables as in arXiv:1802.06684v1),cell-verified (8/9 measured orders reproduce the print),
MC_patched/TFIM/square/TFIM_lr_2d_square__MC__list_of_prefactors__k0__alpha_3.25.dat,50e7a41927f41b8f2376da5b05b3a0cf5443d903592ceef306596277306c2706,fey2019prl,Fey et al. (2019) supplementary Table I; also Fey (2020) Table F.5 (tables as in arXiv:1802.06684v1),cell-verified (8/8 measured orders reproduce the print),
MC_patched/TFIM/square/TFIM_lr_2d_square__MC__list_of_prefactors__k0__alpha_3.33333.dat,8a0b06291cc88f6ec23edb14263615b1008ab8b96f708993c03ad72400348c29,fey2019prl,Fey et al. (2019) supplementary Table I; also Fey (2020) Table F.5 (tables as in arXiv:1802.06684v1),cell-verified (8/9 measured orders reproduce the print),
MC_patched/TFIM/square/TFIM_lr_2d_square__MC__list_of_prefactors__k0__alpha_3.5.dat,dc65ac9bcf61b6dc407ca10e75aff1e76015954b7e3263e3447491897adf8e58,fey2019prl,Fey et al. (2019) supplementary Table I; also Fey (2020) Table F.5 (tables as in arXiv:1802.06684v1),cell-verified (8/9 measured orders reproduce the print),
MC_patched/TFIM/square/TFIM_lr_2d_square__MC__list_of_prefactors__k0__alpha_3.dat,f58c592b3673cee07db9ecc4e8b74260515fca353c4a66e8d8e97197bdc568f4,fey2019prl,Fey et al. (2019) supplementary Table I; also Fey (2020) Table F.5 (tables as in arXiv:1802.06684v1),cell-verified (8/9 measured orders reproduce the print),
MC_patched/TFIM/square/TFIM_lr_2d_square__MC__list_of_prefactors__k0__alpha_4.5.dat,62a75f84be3763193bb90ec80bce6fa9cadeb3bd17e68665ec5910799fa9251b,fey2019prl,Fey et al. (2019) supplementary Table I; also Fey (2020) Table F.5 (tables as in arXiv:1802.06684v1),cell-verified (8/8 measured orders reproduce the print),
MC_patched/TFIM/square/TFIM_lr_2d_square__MC__list_of_prefactors__k0__alpha_4.dat,1a1d7a06896d3d1e22be0f0828aa841acfcabb8ec919ebc99352358f2be5e4f4,fey2019prl,Fey et al. (2019) supplementary Table I; also Fey (2020) Table F.5 (tables as in arXiv:1802.06684v1),cell-verified (8/9 measured orders reproduce the print),
MC_patched/TFIM/square/TFIM_lr_2d_square__MC__list_of_prefactors__k0__alpha_5.dat,05230096306d310bb4d3f4760d821344a853e85484e938d6a07911729a1594df,fey2019prl,Fey et al. (2019) supplementary Table I; also Fey (2020) Table F.5 (tables as in arXiv:1802.06684v1),cell-verified (8/8 measured orders reproduce the print),
MC_patched/TFIM/square/TFIM_lr_2d_square__MC__list_of_prefactors__k0__alpha_6.dat,17469b918a1bd16184762864a2670fea753d6836ace1f7e7f2552219af5335c2,fey2019prl,Fey et al. (2019) supplementary Table I; also Fey (2020) Table F.5 (tables as in arXiv:1802.06684v1),cell-verified (8/8 measured orders reproduce the print),
MC_patched/TFIM/square/TFIM_lr_2d_square__MC__list_of_prefactors__k0__alpha_8.dat,2fb8a0b44ad6b66862a1dd37835e7b21a580a75134c096d0f0a14abddfc77497,fey2019prl,Fey et al. (2019) supplementary Table I; also Fey (2020) Table F.5 (tables as in arXiv:1802.06684v1),cell-verified (8/8 measured orders reproduce the print),
MC_patched/TFIM/square/TFIM_lr_2d_square__MC__list_of_prefactors__kPi__alpha_10.dat,ea556c6684fe51a1d74461caab2faf291f5881c003769ff335606bcc06c98210,fey2019prl,Fey et al. (2019) supplementary Table III; also Fey (2020) Table F.6 (tables as in arXiv:1802.06684v1),cell-verified (8/8 measured orders reproduce the print),
MC_patched/TFIM/square/TFIM_lr_2d_square__MC__list_of_prefactors__kPi__alpha_3.5.dat,b5120511afa50bef3abc31accd1f187422ab48ad4de2ec2f17e2e19e48f9cdf2,fey2019prl,Fey et al. (2019) supplementary Table III; also Fey (2020) Table F.6 (tables as in arXiv:1802.06684v1),cell-verified (8/8 measured orders reproduce the print),
MC_patched/TFIM/square/TFIM_lr_2d_square__MC__list_of_prefactors__kPi__alpha_3.dat,197facc77eaabb3a4c42c9346c318643cc91ebf76bc900b9a686ec3bc85cc722,fey2019prl,Fey et al. (2019) supplementary Table III; also Fey (2020) Table F.6 (tables as in arXiv:1802.06684v1),cell-verified (8/8 measured orders reproduce the print),
MC_patched/TFIM/square/TFIM_lr_2d_square__MC__list_of_prefactors__kPi__alpha_4.dat,4b92098758f73bc75fa1ae23d0a64baa1e713aae8ad389bdcd123d3661e0d2ac,fey2019prl,Fey et al. (2019) supplementary Table III; also Fey (2020) Table F.6 (tables as in arXiv:1802.06684v1),cell-verified (8/8 measured orders reproduce the print),
MC_patched/TFIM/square/TFIM_lr_2d_square__MC__list_of_prefactors__kPi__alpha_5.dat,604c35087211615182e365083188bd298ba61fa1bebe7453e8cb5f17c955cac8,fey2019prl,Fey et al. (2019) supplementary Table III; also Fey (2020) Table F.6 (tables as in arXiv:1802.06684v1),cell-verified (8/8 measured orders reproduce the print),
MC_patched/TFIM/square/TFIM_lr_2d_square__MC__list_of_prefactors__kPi__alpha_6.dat,4d41fa750798c4cb27c5f318c79f4a95274c8f249d9d67ffb81c867e9f3db096,fey2019prl,Fey et al. (2019) supplementary Table III; also Fey (2020) Table F.6 (tables as in arXiv:1802.06684v1),cell-verified (8/8 measured orders reproduce the print),
MC_patched/TFIM/square/TFIM_lr_2d_square__MC__list_of_prefactors__kPi__alpha_8.dat,afd74c36c369e53301f63533e143a37024c75b467b638a6cb6b718a64c98af3d,fey2019prl,Fey et al. (2019) supplementary Table III; also Fey (2020) Table F.6 (tables as in arXiv:1802.06684v1),cell-verified (8/8 measured orders reproduce the print),
MC_patched/TFIM/square/gs_energy_series_coeffs_2d_square_tfim_sigma0.5_order13.csv,48f5bad5c8dd5a62fac8553d4268e7c1a60c3820907ffc7323b9a1266a25522f,adelhardt-pc,"P. Adelhardt, private communication (unpublished coefficients)",per-cluster file; sum over Nsites equals upstream unpublished summed series to <=4e-16,
MC_patched/TFIM/square/gs_energy_series_coeffs_2d_square_tfim_sigma1_order13.csv,40a15c2faa803f7824ce14196ea1f3a2c8dadad6ccad0a63e114b5d6e19c197e,adelhardt-pc,"P. Adelhardt, private communication (unpublished coefficients)",per-cluster file; sum over Nsites equals upstream unpublished summed series to <=4e-16,
MC_patched/TFIM/square/gs_energy_series_coeffs_2d_square_tfim_sigma2_order13.csv,b1f1e7f1eaad3ef4472d3eaa2dd5746f96587f237fc97129c1b75275c47ecae7,adelhardt-pc,"P. Adelhardt, private communication (unpublished coefficients)",per-cluster file; sum over Nsites equals upstream unpublished summed series to <=4e-16,
MC_patched/TFIM/square/gs_energy_series_coeffs_2d_square_tfim_sigma3_order13.csv,df883594c58f29bd5c32f63964d12f8bfbb714fa904df5ab4c94d17f4841a968,adelhardt-pc,"P. Adelhardt, private communication (unpublished coefficients)",per-cluster file; sum over Nsites equals upstream unpublished summed series to <=4e-16,
MC_patched/TFIM/square/gs_energy_series_coeffs_2d_square_tfim_sigma4_order13.csv,9abc840d5ec51f07264eb7238ccb52ec46e4769fa80f0f0d6b22592108b7e963,adelhardt-pc,"P. Adelhardt, private communication (unpublished coefficients)",per-cluster file; sum over Nsites equals upstream unpublished summed series to <=4e-16,
MC_patched/TFIM/square/gs_energy_series_coeffs_2d_square_tfim_sigma8_order13.csv,1b93a819fb229a3fe90ac91091f87b2654000d1460dee5765383fc014c56c34b,adelhardt-pc,"P. Adelhardt, private communication (unpublished coefficients)",per-cluster file; sum over Nsites equals upstream unpublished summed series to <=4e-16,
MC_patched/TFIM/triangular/TFIM_lr_2d_triangular__MC__list_of_prefactors__0qp__alpha_10.dat,55c6128f2e526da41c391e2b1314025faa5c78e4ca8b72dd388a3876cb78f32d,fey2020thesis,Fey (2020) Table F.7,cell-verified (9/9 measured orders reproduce the print),
MC_patched/TFIM/triangular/TFIM_lr_2d_triangular__MC__list_of_prefactors__0qp__alpha_2.25.dat,d57edd9834705857e3e2d55af984093a99e8012d29b92c22c7738778e1134ad8,fey2020thesis,Fey (2020) Table F.7,cell-verified (9/9 measured orders reproduce the print),
MC_patched/TFIM/triangular/TFIM_lr_2d_triangular__MC__list_of_prefactors__0qp__alpha_2.5.dat,5dc6e45b278cef5d0ba26e526e6125cdcdc9798deaa93109a2f780a3366f81fc,fey2020thesis,Fey (2020) Table F.7,cell-verified (9/9 measured orders reproduce the print),
MC_patched/TFIM/triangular/TFIM_lr_2d_triangular__MC__list_of_prefactors__0qp__alpha_3.5.dat,9fd8ae61eafd46ced17914414c0a4245e564a3536047c68dc42a916cd1e47d51,fey2020thesis,Fey (2020) Table F.7,cell-verified (9/9 measured orders reproduce the print),
MC_patched/TFIM/triangular/TFIM_lr_2d_triangular__MC__list_of_prefactors__0qp__alpha_3.dat,3bf01b8babbe9007d7fc40624673eb237b2a509b5a7b6ff065f18e902528de6a,fey2020thesis,Fey (2020) Table F.7,cell-verified (9/9 measured orders reproduce the print),
MC_patched/TFIM/triangular/TFIM_lr_2d_triangular__MC__list_of_prefactors__0qp__alpha_4.dat,21db5215390527d0b2a4cbc021efeccb0d4f8877d2009d742ff239651102fc50,fey2020thesis,Fey (2020) Table F.7,cell-verified (9/9 measured orders reproduce the print),
MC_patched/TFIM/triangular/TFIM_lr_2d_triangular__MC__list_of_prefactors__0qp__alpha_5.dat,5602aac56bbf998c20504b67f6d2e36988a9aa0e3a6fd6deeb1126043975d7fb,fey2020thesis,Fey (2020) Table F.7,cell-verified (9/9 measured orders reproduce the print),
MC_patched/TFIM/triangular/TFIM_lr_2d_triangular__MC__list_of_prefactors__0qp__alpha_6.dat,938049fba21433e92ef8828e5536f03e3c4d842f301607200d02459e83e8d45a,fey2020thesis,Fey (2020) Table F.7,cell-verified (9/9 measured orders reproduce the print),
MC_patched/TFIM/triangular/TFIM_lr_2d_triangular__MC__list_of_prefactors__0qp__alpha_8.dat,381d9c4095701a2bd424ab1f2af6216cbdcb84b4067edc56a65eaf762e066993,fey2020thesis,Fey (2020) Table F.7,cell-verified (9/9 measured orders reproduce the print),
MC_patched/TFIM/triangular/TFIM_lr_2d_triangular__MC__list_of_prefactors__k0__alpha_2.25.dat,e08b29d6820e19e2bd829752e9a2c387a2b10b0239b454b01a222ad87904e59f,fey2019prl,Fey et al. (2019) supplementary Table II; also Fey (2020) Table F.8 (tables as in arXiv:1802.06684v1),cell-verified (8/9 measured orders reproduce the print),
MC_patched/TFIM/triangular/TFIM_lr_2d_triangular__MC__list_of_prefactors__k0__alpha_2.33333.dat,d834bf2c22c55eafe54eca48bb76832db96ff6ef29bd950411224feaf467aa4a,fey2019prl,Fey et al. (2019) supplementary Table II; also Fey (2020) Table F.8 (tables as in arXiv:1802.06684v1),cell-verified (8/9 measured orders reproduce the print),
MC_patched/TFIM/triangular/TFIM_lr_2d_triangular__MC__list_of_prefactors__k0__alpha_2.5.dat,6c43458543e68db848c737ab62825793785ddfa1435143afd1321d0b4e91d84b,fey2019prl,Fey et al. (2019) supplementary Table II; also Fey (2020) Table F.8 (tables as in arXiv:1802.06684v1),cell-verified (8/9 measured orders reproduce the print),
MC_patched/TFIM/triangular/TFIM_lr_2d_triangular__MC__list_of_prefactors__k0__alpha_3.33333.dat,fcef563857bd62b56dcc9f4b312d0bce949fc24e3c2a98d153f5686476423a14,fey2019prl,Fey et al. (2019) supplementary Table II; also Fey (2020) Table F.8 (tables as in arXiv:1802.06684v1),cell-verified (8/9 measured orders reproduce the print),
MC_patched/TFIM/triangular/TFIM_lr_2d_triangular__MC__list_of_prefactors__k0__alpha_3.5.dat,ced0acb0c9d4cf60a82878a831df991cbe1670c182611ccd0a317eeb492232bf,fey2019prl,Fey et al. (2019) supplementary Table II; also Fey (2020) Table F.8 (tables as in arXiv:1802.06684v1),cell-verified (8/9 measured orders reproduce the print),
MC_patched/TFIM/triangular/TFIM_lr_2d_triangular__MC__list_of_prefactors__k0__alpha_3.dat,df16737c6cbdf54fd55a6036b8940ffd9d31f3ddc23656f787cf73b672b85329,fey2019prl,Fey et al. (2019) supplementary Table II; also Fey (2020) Table F.8 (tables as in arXiv:1802.06684v1),cell-verified (8/9 measured orders reproduce the print),
MC_patched/TFIM/triangular/TFIM_lr_2d_triangular__MC__list_of_prefactors__k0__alpha_4.dat,37b23a66b06ee419f1cf691d6196fa0863a78648a449da4d52880f2070dc5568,fey2019prl,Fey et al. (2019) supplementary Table II; also Fey (2020) Table F.8 (tables as in arXiv:1802.06684v1),cell-verified (8/9 measured orders reproduce the print),
MC_patched/TFIM/triangular/TFIM_lr_2d_triangular__MC__list_of_prefactors__k0__alpha_5.dat,c6a5aaebb471acbdee7ab9aa56015b7f636ef8c8acbdf70ee502a74aaaa7ca78,fey2019prl,Fey et al. (2019) supplementary Table II; also Fey (2020) Table F.8 (tables as in arXiv:1802.06684v1),cell-verified (8/9 measured orders reproduce the print),
MC_patched/TFIM/triangular/TFIM_lr_2d_triangular__MC__list_of_prefactors__k0__alpha_6.dat,abe77b1e02c1999c3028242591590a84a99bb0f0e34288385a3c7391a5d32fb4,fey2019prl,Fey et al. (2019) supplementary Table II; also Fey (2020) Table F.8 (tables as in arXiv:1802.06684v1),cell-verified (8/9 measured orders reproduce the print),
MC_patched/TFIM/triangular/TFIM_lr_2d_triangular__MC__list_of_prefactors__k0__alpha_8.dat,756fee4f8d17d998d7ce1b2d07a4241be9916ded5ef0b41b94b9dc015a5faf26,fey2019prl,Fey et al. (2019) supplementary Table II; also Fey (2020) Table F.8 (tables as in arXiv:1802.06684v1),cell-verified (8/9 measured orders reproduce the print),
MC_patched/TFIM/triangular/TFIM_lr_2d_triangular__MC__list_of_prefactors__kx2.09_ky-2.09__alpha_3.5.dat,db99a9992e1e366b65675e5621c003088553d1405358785fb039bdb66030a23e,fey2019prl,Fey et al. (2019) supplementary Table IV; also Fey (2020) Table F.9 (tables as in arXiv:1802.06684v1),cell-verified (8/9 measured orders reproduce the print),
MC_patched/TFIM/triangular/TFIM_lr_2d_triangular__MC__list_of_prefactors__kx2.09_ky-2.09__alpha_4.dat,aa81215bde25b64bd732cdf43b8ec8050aad1ab51fdb8aaf0e8eb30038318630,fey2019prl,Fey et al. (2019) supplementary Table IV; also Fey (2020) Table F.9 (tables as in arXiv:1802.06684v1),cell-verified (8/9 measured orders reproduce the print),
MC_patched/TFIM/triangular/TFIM_lr_2d_triangular__MC__list_of_prefactors__kx2.09_ky-2.09__alpha_5.dat,7e7b4fe7b60091251390215a0813d08f7e92deb2f5ca96adcc1a2b4d76a32f13,fey2019prl,Fey et al. (2019) supplementary Table IV; also Fey (2020) Table F.9 (tables as in arXiv:1802.06684v1),cell-verified (8/9 measured orders reproduce the print),
MC_patched/TFIM/triangular/TFIM_lr_2d_triangular__MC__list_of_prefactors__kx2.09_ky-2.09__alpha_6.dat,ae239a8710c7fa645ac96f294e281b27400d99c185ab72efa429257e74efb8f4,fey2019prl,Fey et al. (2019) supplementary Table IV; also Fey (2020) Table F.9 (tables as in arXiv:1802.06684v1),cell-verified (8/9 measured orders reproduce the print),
MC_patched/TFIM/triangular/TFIM_lr_2d_triangular__MC__list_of_prefactors__kx2.09_ky-2.09__alpha_8.dat,cdd33c050469e106f1063b70a0021f4831f16e09e7b82ab56387c514289109c8,fey2019prl,Fey et al. (2019) supplementary Table IV; also Fey (2020) Table F.9 (tables as in arXiv:1802.06684v1),cell-verified (8/9 measured orders reproduce the print),
full_graph_topologies.npz,ede62a9cdcf0b5882036e1a60294127e947b4243d66a9a07d418c6574c3f7c22,gzl,,project data,"topology snapshot of both corpora, 31 080 graphs (written by tools/dump_full_graph_set.py)"
tfim_softcore_corpus_0qp.npz,3ba3e46355d04e52b6f1d5b6567ce3241fc2cd517159a55b4bc9ba124a5d4d5d,gzl,,project data,"0qp softcore TFIM corpus: 8 403 combinatorial graphs, orders 2-13 (corpus_version 1.0.0, generated 2026-05-04)"
tfim_softcore_corpus_1qp.npz,cc6c986259d2035e79a178ced1650beaddd66745941fa0f3402f459b71e92e6e,gzl,,project data,"1qp softcore TFIM corpus: 22 677 combinatorial graphs, orders 1-11 (corpus_version 1.0.0, generated 2026-05-04)"
